,,0
1184,2, wireless technologies
1184,3, cloud computing
1185,0,hearing healthcare
1185,1, mobile health
1185,2, service quality
1185,3, tele-medicine
1186,0,motivation
1186,1, barriers
1186,2, online learning
1186,3, covid-19 pandemic
1186,4, motivation-boosting activities
1187,0,big data
1187,1, ideal problem solving
1187,2, modern analytical chemistry
1187,3, mass spectrometry
1188,0,digital book
1188,1, multicultural education
1189,0,interaction
1189,1, user interface
1189,2, smartphone
1189,3, aging
1189,4, older adult
1190,0,entrepreneurship education
1190,1, mobile learning platforms
1190,2, mobile technologies
1190,3, digi-tal education
1190,4, entrepreneurial competences.
1190,5,
1191,0,temperature monitoring system
1191,1, location service
1191,2, blood delivery
1191,3, internet of things
1191,4, mobile application
1192,0,usability
1192,1, usability testing
1192,2, mobile usability
1192,3, higher education app
1193,0,non-native learners
1193,1, mobile devices
1193,2, self-study efl
1193,3, positive attitudes
1193,4, potentials
1194,0,mathematics learning game
1194,1, android
1194,2, congruence and similarity
1195,0,algorithmic
1196,0,android-based
1196,1, learning platform
1196,2, economic education
1196,3, addie model
1196,4, learning everywhere class (lekas)
1196,5,
1197,0,bullying behavior
1197,1, game mobile learning
1197,2, early childhood
1197,3, management.
1197,4,
1198,0,emergency medical management
1198,1, tsunami disaster
1198,2, problem and creative thinking
1199,0,educational games
1199,1, design thinking process
1199,2, media
1199,3, entrepreneurship
1199,4, training
1200,0,digital education
1200,1, covid-19
1200,2, digital transformation
1200,3, digital technologies
1201,0,virtual laboratory
1201,1, multiple representation
1201,2, analytical chemistry
1202,0,students involvement
1202,1, digital readiness
1202,2, online learning
1202,3, mobile learning
1202,4, interactive multimedia
1203,0,conservation education
1203,1, rawa danau
1203,2, natural reserve
1203,3, online learning
1203,4, website
1204,0,recommendation
1204,1, cooking class
1204,2, culinary
1204,3, content-based filtering
1204,4, tfidf
1205,0,concept map
1205,1, concept map mining
1205,2, efl
1205,3, kit-build
1206,0,virtual reality
1206,1, education
1206,2, c#
1206,3, scrum
1206,4, mobile application
1206,5, unity3d
1206,6, game development
1207,0,mathematics anxiety
1207,1, mathematics anxiety rating scale
1207,2, math learning
1207,3, assessment
1208,0,project-based learning
1208,1, visual thinking
1208,2, visual learning
1208,3, visual communication
1208,4, rasch measurement model
1209,0,start-ups
1209,1, software methodologies
1209,2, business models
1209,3, mobile software development
1210,0,mobile assisted language learning
1210,1, collaborative writing
1210,2, mobile apps for collaborative writing tools
1211,0,mac layer data
1211,1, time-stamp
1211,2, rssi
1211,3, smartphone
1211,4, wi-fi tracking system
1212,0,iranian elderly
1212,1, quality of life
1212,2, smartphone
1212,3, social applications
1212,4, semi-experimental qualitative method
1213,0,community learning resources
1213,1, fields of science
1213,2, life based learning
1214,0,development
1214,1, emco learning model
1214,2, geography learning outcomes
1215,0,electronic modules
1215,1, guided discovery
1215,2, redox reaction materials
1216,0,equilibrium
1216,1, inquiry
1216,2, interactive multimedia
1216,3, rotation
1217,0,river flow
1217,1, iot
1217,2, pico hydro power plant
1217,3, rural electrification
1218,0,augmented reality (ar)
1218,1, myspira
1218,2, asthma
1218,3, care education for children
1219,0,usability evaluation
1219,1, user acceptance of mobile applications
1219,2, mobile use
1219,3, saudi arabia
1219,4, teaching
1220,0,monitoring device
1220,1, power consumption
1220,2, internet of things.
1220,3,
1221,0,model
1221,1, blended web mobile learning
1221,2, hasil belajar
1221,3, higher order thinking skills
1222,0,e-participation
1222,1, mobile application
1222,2, web 2.0
1222,3, e-government
1222,4, digital society
1223,0,residential
1223,1, criteria
1223,2, purchase
1223,3, user-generated data
1223,4, text analysis.
1223,5,
1224,0,autism spectrum disorder
1224,1, educational mobile apps
1224,2, language and communication skills
1225,0,education
1225,1, educational mobile app
1225,2, self-efficacy
1226,0,social media platforms
1226,1, collaborative learning
1226,2, collaborative supporting tool
1226,3, tertiary level student.
1226,4,
1227,0,mobile apps
1227,1, mobile devices
1227,2, educational apps
1227,3, security issues
1228,0,covid-19
1228,1, queuing process
1228,2, queue management system
1228,3, predictive model
1228,4, social distancing
1229,0,dysarthria
1229,1, lets talk now
1229,2, mobile app
1229,3, children
1229,4, early intervention
1229,5, speech
1229,6, communication
1229,7, multimedia
1230,0,digital application
1230,1, healthy lifestyle
1230,2, uum community
1231,0,children computer interaction
1231,1, interaction design
1231,2, mobile-based learning application
1231,3, user -centered design approach
1231,4, user experience
1231,5, alpha generation
1232,0,road safety education
1232,1, rose courseware
1232,2, multimedia
1232,3, augmented reality
1232,4, virtual reality
1233,0,road safety education
1233,1, virtual environment
1233,2, augmented reality
1233,3, multimedia
1233,4, prototyping
1233,5, usability
1234,0,taxi service
1234,1, e-hailing service
1234,2, system dynamics
1234,3, mobile application
1234,4, mode share
1235,0,ewallet app
1235,1, instrumental assessment
1235,2, mobile application
1235,3, touch ‘n go
1235,4, usability test.
1235,5,
1236,0,students voices
1236,1, online debate
1236,2, critical thinking skills
1236,3, covid-19 pandemic
1237,0,social media
1237,1, race planning framework
1237,2, launch phase
1237,3, new product    development (npd)
1237,4, digital marketing
1238,0,indoor positioning system
1238,1, particle filter
1238,2, rss fingerprint
1238,3, k-nearest neighbor
1239,0,augmented reality
1239,1, spatial skill
1239,2, problem-solving skill.
1239,3,
1240,0,covid-19 pandemic
1240,1, online learning
1240,2, emerging technologies
1240,3, stress
1240,4, stu-dents performance
1241,0,online shopping
1241,1, augmented reality
1241,2, ar technology
1241,3, shopping phobia
1242,0,augmented reality
1242,1, revolution industry 4.0
1242,2, graphic design
1242,3, validity
1243,0,e-service learning
1243,1, online service learning
1243,2, student engagement
1243,3, extreme e-service learning
1244,0,communicative tasks
1244,1, smartphone applications
1244,2, oral competency
1245,0,iot
1245,1, arduino
1245,2, smart tint
1245,3, smart glass
1246,0,mobile-assisted mind mapping technique
1246,1, esl university students
1246,2, argumentative writing
1246,3, mobile-based technological tool
1247,0,fraud detection credit card ensemble technique stacking machine learning
1248,0,creativity in higher education
1248,1, group investigation
1248,2, digital mind map
1249,0,information technology resources
1249,1, innovation performance
1249,2, higher educa-tion institutions
1250,0,educational technology
1250,1, online learning
1250,2, questionnaire reliability
1250,3, con-struct reliability
1251,0,blended learning
1251,1, acceptance
1251,2, university students
1251,3, scale
1252,0,gsm
1252,1, sms
1252,2, pic16f886 microcontroller
1252,3, buzzer
1253,0,digital competency
1253,1, ict usage in rural areas
1253,2, digital citizen
1253,3, youth and cybersecurity
1253,4, gender differences in ict
1254,0,perceived value
1254,1, social media
1254,2, orang asli
1255,0,schooling focused on ict
1255,1, ict mindset
1255,2, ict planning
1256,0,digital technologies
1256,1, digital transformation
1256,2, e-learning
1256,3, education
1256,4, infor-mation management
1256,5, digital education
1256,6, and artificial intelligence
1257,0,mooc
1257,1, moocs content design
1257,2, students performance
1257,3, higher education
1257,4, utem
1258,0,practice media
1258,1, maintenance of chassis and power
1258,2, mobile learning
1258,3, new methodology
1259,0,e-learning
1259,1, pls-sem
1259,2, tam
1259,3, ttf
1259,4, ect.
1259,5,
1260,0,women security
1260,1, smartphone application
1260,2, chatbot
1260,3, alert
1260,4, social security
1260,5, law.
1260,6,
1261,0,mobile learning
1261,1, social tolerance
1261,2, higher education
1262,0,wireless multimedia sensor network (wmsn)
1262,1, contextual unobservability
1262,2, source/sink location privacy
1262,3, image processing
1262,4, global attacks
1262,5, priority packet dropping
1262,6, and cross-layer optimization
1263,0,flipped classroom
1263,1, blended learning
1263,2, critical inquiry
1263,3, research skill
1264,0, augmented reality
1264,1, educational technology
1264,2, smes
1265,0,high-performance
1265,1, routing protocol
1265,2, iwcett
1265,3, manets
1266,0,image format
1266,1, text-only network
1266,2, free basics service
1266,3, digital divide
1267,0,web of things (wot)
1267,1, information security
1267,2, cryptography
1267,3, block cipher
1267,4, gost algorithm
1267,5, and chaotic system
1268,0,internet of things
1268,1, encryption
1268,2, wavelet transform
1268,3, psnr
1268,4, stego image
1269,0,5g technology
1269,1, industry 4.0
1269,2, digital economy
1269,3, smart education
1270,0,5g technology
1270,1, capital expenditure
1270,2, operational expenditure
1270,3, total cost of ownership
1270,4, infrastructure sharing.
1270,5,
1271,0,mobile development
1271,1, driving events
1271,2, machine learning
1271,3, classification
1272,0,higher education
1272,1, structural equation modeling
1272,2, technology satisfaction
1272,3, the internet
1273,0,water scarcity
1273,1, clean water
1273,2, mobile application
1273,3, ucd
1274,0,android
1274,1, critical thinking
1274,2, mathematical representation
1274,3, mobile learning
1274,4, pedicab
1275,0,e-learning
1275,1, mobile application
1275,2, mobile learning
1275,3, usability study
1275,4, virtual reality
1276,0,covid-19
1276,1, on-line learning
1276,2, distance learning
1276,3, higher education
1276,4, education technology
1277,0,dynamic geometry software
1277,1, meta-analysis
1277,2, mathematical ability
1277,3, study char-acteristics
1278,0,blackboard
1278,1, m-learning
1278,2, perceptions
1278,3, e-learning
1279,0,covid-19
1279,1, tel
1279,2, higher education institutions
1279,3, learning environment
1279,4, student performance.
1279,5,
1280,0,efl
1280,1, online game
1280,2, language learning
1280,3, spellingcity
1280,4, vocabulary
1281,0,sociological theory
1281,1, heutagogy approach
1281,2, industrial revolution
1281,3, mobile learning
1281,4, sosiopedia
1282,0,teacher responses
1282,1, students' expectation
1282,2, gamification
1282,3, learning science
1283,0,mobile learning
1283,1, blended learning
1283,2, problem-based learning
1283,3, problem-solving
1284,0,usability
1284,1, mobile learning
1284,2, chemistry
1284,3, elementary school students.
1284,4,
1285,0,recommendation system
1285,1, svd  
1285,2, social relations
1285,3, data sparsity
1285,4, cold-start
1286,0,socio scientific issues
1286,1, gadget based
1286,2, interactive multimedia
1286,3, science literacy
1286,4, generation z
1287,0,e-worksheet
1287,1, critical thinking
1287,2, lesson study
1288,0,online discussion forum
1288,1, students commitment
1288,2, undergraduate courses
1289,0,interactive mobile
1289,1, mathematics problem solving
1289,2, society 5.0 era
