,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1234,taxiservice,ehailingservice,systemdynamics,mobileapplication,modeshare,,,,,,,,,,,
1235,ewalletapp,instrumentalassessment,mobileapplication,touch‘ngo,usabilitytest,,,,,,,,,,,
1236,studentsvoices,onlinedebate,criticalthinkingskills,covid19pandemic,,,,,,,,,,,,
1237,socialmedia,raceplanningframework,launchphase,newproductdevelopmentnpd,digitalmarketing,,,,,,,,,,,
1238,indoorpositioningsystem,particlefilter,rssfingerprint,knearestneighbor,,,,,,,,,,,,
1239,augmentedreality,spatialskill,problemsolvingskill,,,,,,,,,,,,,
1240,covid19pandemic,onlinelearning,emergingtechnologies,stress,studentsperformance,,,,,,,,,,,
1241,onlineshopping,augmentedreality,artechnology,shoppingphobia,,,,,,,,,,,,
1242,augmentedreality,revolutionindustry40,graphicdesign,validity,,,,,,,,,,,,
1243,eservicelearning,onlineservicelearning,studentengagement,extremeeservicelearning,,,,,,,,,,,,
1244,communicativetasks,smartphoneapplications,oralcompetency,,,,,,,,,,,,,
1245,iot,arduino,smarttint,smartglass,,,,,,,,,,,,
1246,mobileassistedmindmappingtechnique,esluniversitystudents,argumentativewriting,mobilebasedtechnologicaltool,,,,,,,,,,,,
1247,frauddetectioncreditcardensembletechniquestackingmachinelearning,,,,,,,,,,,,,,,
1248,creativityinhighereducation,groupinvestigation,digitalmindmap,,,,,,,,,,,,,
1249,informationtechnologyresources,innovationperformance,highereducationinstitutions,,,,,,,,,,,,,
1250,educationaltechnology,onlinelearning,questionnairereliability,constructreliability,,,,,,,,,,,,
1251,blendedlearning,acceptance,universitystudents,scale,,,,,,,,,,,,
1252,gsm,sms,pic16f886microcontroller,buzzer,,,,,,,,,,,,
1253,digitalcompetency,ictusageinruralareas,digitalcitizen,youthandcybersecurity,genderdifferencesinict,,,,,,,,,,,
1254,perceivedvalue,socialmedia,orangasli,,,,,,,,,,,,,
1255,schoolingfocusedonict,ictmindset,ictplanning,,,,,,,,,,,,,
1256,digitaltechnologies,digitaltransformation,elearning,education,informationmanagement,digitaleducation,andartificialintelligence,,,,,,,,,
1257,mooc,moocscontentdesign,studentsperformance,highereducation,utem,,,,,,,,,,,
1258,practicemedia,maintenanceofchassisandpower,mobilelearning,newmethodology,,,,,,,,,,,,
1259,elearning,plssem,tam,ttf,ect,,,,,,,,,,,
1260,womensecurity,smartphoneapplication,chatbot,alert,socialsecurity,law,,,,,,,,,,
1261,mobilelearning,socialtolerance,highereducation,,,,,,,,,,,,,
1262,wirelessmultimediasensornetworkwmsn,contextualunobservability,sourcesinklocationprivacy,imageprocessing,globalattacks,prioritypacketdropping,andcrosslayeroptimization,,,,,,,,,
1263,flippedclassroom,blendedlearning,criticalinquiry,researchskill,,,,,,,,,,,,
1264,augmentedreality,educationaltechnology,smes,,,,,,,,,,,,,
1265,highperformance,routingprotocol,iwcett,manets,,,,,,,,,,,,
1266,imageformat,textonlynetwork,freebasicsservice,digitaldivide,,,,,,,,,,,,
1267,webofthingswot,informationsecurity,cryptography,blockcipher,gostalgorithm,andchaoticsystem,,,,,,,,,,
1268,internetofthings,encryption,wavelettransform,psnr,stegoimage,,,,,,,,,,,
1269,5gtechnology,industry40,digitaleconomy,smarteducation,,,,,,,,,,,,
1270,5gtechnology,capitalexpenditure,operationalexpenditure,totalcostofownership,infrastructuresharing,,,,,,,,,,,
1271,mobiledevelopment,drivingevents,machinelearning,classification,,,,,,,,,,,,
1272,highereducation,structuralequationmodeling,technologysatisfaction,theinternet,,,,,,,,,,,,
1273,waterscarcity,cleanwater,mobileapplication,ucd,,,,,,,,,,,,
1274,android,criticalthinking,mathematicalrepresentation,mobilelearning,pedicab,,,,,,,,,,,
1275,elearning,mobileapplication,mobilelearning,usabilitystudy,virtualreality,,,,,,,,,,,
1276,covid19,onlinelearning,distancelearning,highereducation,educationtechnology,,,,,,,,,,,
1277,dynamicgeometrysoftware,metaanalysis,mathematicalability,studycharacteristics,,,,,,,,,,,,
1278,blackboard,mlearning,perceptions,elearning,,,,,,,,,,,,
1279,covid19,tel,highereducationinstitutions,learningenvironment,studentperformance,,,,,,,,,,,
1280,efl,onlinegame,languagelearning,spellingcity,vocabulary,,,,,,,,,,,
1281,sociologicaltheory,heutagogyapproach,industrialrevolution,mobilelearning,sosiopedia,,,,,,,,,,,
1282,teacherresponses,studentsexpectation,gamification,learningscience,,,,,,,,,,,,
1283,mobilelearning,blendedlearning,problembasedlearning,problemsolving,,,,,,,,,,,,
1284,usability,mobilelearning,chemistry,elementaryschoolstudents,,,,,,,,,,,,
1285,recommendationsystem,svd,socialrelations,datasparsity,coldstart,,,,,,,,,,,
1286,socioscientificissues,gadgetbased,interactivemultimedia,scienceliteracy,generationz,,,,,,,,,,,
1287,eworksheet,criticalthinking,lessonstudy,,,,,,,,,,,,,
1288,onlinediscussionforum,studentscommitment,undergraduatecourses,,,,,,,,,,,,,
1289,interactivemobile,mathematicsproblemsolving,society50era,,,,,,,,,,,,,
